Number,ID,ID-Name,PlaceName,District,PositionX,PositionY,TypeScoring,Latitude,Longtitude
231,0231,A,สวนสาธารณะสะพานพระราม 7,เขตบางซื่อ,2.25,2,A,13.81597749,100.5158706
232,0232,A,สวนบริษัทปูนซีเมนต์ไทย,เขตบางซื่อ,-1.9,-0.6,E,13.80480483,100.5371114
233,0233,A,สวนหย่อมประชานุกูล,เขตบางซื่อ,2.2,2,A,13.83020514,100.5385089
235,0235,A,สนามกีฬาบมจ CAT Telecom,เขตหลักสี่,-1.95,-0.6,E,13.88474086,100.5694627
236,0236,A,สนามกีฬามหาวิทยาลัยธุรกิจบัณฑิต,เขตหลักสี่,-0.9,0.2,H,13.86985,100.550244
237,0237,A,ลานตลาดเจเจกรีน 2,เขตหลักสี่,-0.1,0,C,13.868256,100.550565
238,0238,A,สนามกีฬาบุญยะจินดา,เขตหลักสี่,1.9,-0.6,B,13.86742796,100.578116
239,0239,A,สนามกีฬากองบัญชาการกองทัพไทย,เขตหลักสี่,1.85,-0.6,B,13.85594356,100.6084665
240,0240,A,ลาน สวน และพิ้นที่ศูนย์ราชการแจ้งวัฒนะ,เขตหลักสี่,2.4,-2,B,13.88134674,100.564937
241,0241,A,ลานการประปานครหลวง สำนักงานใหญ่,เขตหลักสี่,2.35,-2,B,13.87913965,100.5511814
242,0242,A,สนามกีฬาโรงเรียนราชวินิต บางเขน,เขตหลักสี่,1.8,-0.6,B,13.85822628,100.5545847
243,0243,A,ราชพฤกษ์กอล์ฟคลับ,เขตหลักสี่,0,-2,I,13.87166141,100.5645499
244,0244,A,Lotus's แจ้งวัฒนะ,เขตหลักสี่,-2.3,0,H,13.89507379,100.5561495
245,0245,A,ลาน IT Square หลักสี่,เขตหลักสี่,-2,0.4,H,13.88591485,100.58141
246,0246,A,ลาน The Avenue แจ้งวัฒนะ,เขตหลักสี่,-1.6,0.4,H,13.89441354,100.5587713
247,0247,A,ลาน Big C แจ้งวัฒนะ,เขตหลักสี่,-1.65,0.4,H,13.89368784,100.5597881
248,0248,A,ลานวัดหลักสี่,เขตหลักสี่,-0.9,1,D,13.88851672,100.5823876
249,0249,A,ลานกีฬาชุมชนตรีเพชร 2,เขตหลักสี่,-0.15,0,C,13.86794588,100.5812381
250,0250,A,ลานกีฬาเคหะชุมชนบางบัว,เขตหลักสี่,-0.2,0,C,13.86012927,100.5823462
251,0251,A,ลานกีฬาซอยพัชราภา,เขตหลักสี่,-0.25,0,C,13.88867591,100.587971
252,0252,A,ลานกีฬาโรงเรียนวัดหลักสี่,เขตหลักสี่,1.75,-0.6,B,13.88924989,100.5826571
253,0253,A,ลานกีฬาใต้สะพานข้ามแยกวิภาวดี,เขตหลักสี่,-0.3,0,C,13.8849233,100.5804487
254,0254,A,ลานกีฬาการเคหะทุ่งสองห้อง แฟลต6,เขตหลักสี่,0,0.4,C,13.90054237,100.5891262
255,0255,A,ลานกีฬาโรงเรียนเคหะทุ่งสองห้องวิทยา 1,เขตหลักสี่,1.7,-0.6,B,13.90073098,100.583985
256,0256,A,ลานกีฬาโรงเรียนเคหะทุ่งสองห้องวิทยา 2,เขตหลักสี่,2,-0.7,B,13.90248785,100.578998
257,0257,A,ลานกีฬากองทหารพลาธิการ,เขตหลักสี่,2.3,0.4,F,13.89144646,100.5718511
258,0258,A,ลานกีฬากองทหารสรรพาวุธเบา,เขตหลักสี่,2.25,0.4,F,13.8904174,100.5752777
259,0259,A,ลานเอนกประสงค์ทุ่งสองห้อง,เขตหลักสี่,0.4,0.4,C,13.88527709,100.5605775
260,0260,A,ลานกีฬาโรงเรียนทุ่งสองห้อง,เขตหลักสี่,2.2,0.4,F,13.88518294,100.5610173
261,0261,A,ลานกีฬาชุุมชนเมืองทองนิเวศน์,เขตหลักสี่,0.35,0.4,C,13.90434363,100.5627983
262,0262,A,ลานกีฬาเคหะชุมชนท่าทราย,เขตหลักสี่,2.15,0.4,F,13.87263411,100.5553583
263,0263,A,สวนสาธารณะบึงสีกัน,เขตหลักสี่,0.3,0.4,C,13.90434363,100.5627983
264,0264,A,สวนหมู่บ้าน City Lagoon,เขตหลักสี่,-2.05,-0.6,E,13.86589935,100.5505964
266,0266,A,สวนสาธารณะสถานีโทรทัศน์ไทย TPBS,เขตหลักสี่,1.4,-1,B,13.86745232,100.5731966
267,0267,A,สวนหย่อมสถาบันบัณฑิตย์ศึกษาจุฬาภรณ์,เขตหลักสี่,0.25,0.4,C,13.88260039,100.5792853
269,0269,A,สวนมหาวิทยาลัยธุรกิจบัณฑิต,เขตหลักสี่,-0.95,0.2,H,13.87104982,100.5500672
270,0270,A,สวนโรงเรียนไผทอุดมศึกษา,เขตหลักสี่,2.1,0.4,F,13.87641281,100.5783091
272,0272,A,ลานและพื้นที่ True Digital Park,เขตพระโขนง,-1.7,0.4,H,13.68474406,100.6109708
273,0273,A,ลานและพื้นที่ Phyll,เขตพระโขนง,-1.75,0.4,H,13.70296286,100.6021194
274,0274,A,โรงเรียนนานาชาติ Anglo Singapore,เขตพระโขนง,-2,-2,E,13.68774098,100.6092551
275,0275,A,โรงเรียนพิพัฒนา,เขตพระโขนง,-1.8,0.4,H,13.68842209,100.6075992
276,0276,A,สวนหมู่บ้านพรไพลิน,เขตพระโขนง,-2.1,-0.6,E,13.68797045,100.636615
278,0278,A,ลานวัดธรรมมงคล,เขตพระโขนง,-0.95,1,D,13.68784667,100.6149902
279,0279,A,ลานวัดบุญรอดธรรมาราม,เขตพระโขนง,-1.05,0.2,H,13.69372315,100.5938325
280,0280,A,ลานวัดราษฎร์ศรัทธาธรรม,เขตพระโขนง,-1.1,0.2,H,13.703133,100.6227721
281,0281,A,ลานวัดวชิรธรรมสาธิตวรวิหาร,เขตพระโขนง,-1.05,1,D,13.69086284,100.6348517
282,0282,A,ลานกีฬาสำนักงานเขตพระโขนง,เขตพระโขนง,2.05,0.4,F,13.70241548,100.6020821
283,0283,A,ลานกีฬาชุมชนเล็กเที่ยง,เขตพระโขนง,0.2,0.4,C,13.70081125,100.5967091
284,0284,A,ลานกีฬาโรงเรียนบางจาก(นาคเผื่อนอุปถัมภ์),เขตพระโขนง,2.4,-0.7,B,13.69649451,100.595376
285,0285,A,ลานกีฬาโรงเรียนพระโขนงพิทยา,เขตพระโขนง,2.35,-0.7,B,13.69509373,100.5914539
286,0286,A,ลานกีฬาวัดบุญรอดธรรมาราม,เขตพระโขนง,2.25,1,A,13.69405552,100.5937716
287,0287,A,ลานกีฬาชุุมชนข้างโรงกลั่นน้ำมันบางจาก,เขตพระโขนง,0.15,0.4,C,13.69149877,100.5958632
288,0288,A,ลานกีฬาโรงเรียนศรีวัฒนา(วิทยาลัยเทคโนโลยีศรีวัฒนาบริหารธุรกิจ),เขตพระโขนง,0.1,0.4,C,13.68488131,100.6088782
290,0290,A,ลานกีฬาโรงเรียนสหพาณิชย์(วิทยาลัยเทคโนโลยีสหะพาณิชย์บริหารธุรกิจ),เขตพระโขนง,0.05,0.4,C,13.69174394,100.6110227
291,0291,A,ลานกีฬาโรงเรียนวัดธรรมมงคล,เขตพระโขนง,2.3,-0.7,B,13.68857923,100.6149339
292,0292,A,ลานกีฬาวัดธรรมมงคล,เขตพระโขนง,2.2,1,A,13.6874177,100.6149913
293,0293,A,ลานกีฬาชุมชนเชลียง 5 (ซอยอุดมสุข 45),เขตพระโขนง,-0.05,0.4,C,13.67814115,100.632428
294,0294,A,ลานกีฬาชุมชนบุญกุศล,เขตพระโขนง,-0.1,0.4,C,13.68498713,100.6182535
295,0295,A,ลานกีฬาโรงเรียนวชิรธรรมสาธิต,เขตพระโขนง,2.25,-0.7,B,13.69147958,100.6334773
296,0296,A,ลานกีฬาพงษ์สังข์เจริญสุข,เขตพระโขนง,-0.15,0.4,C,13.70317406,100.6179431
297,0297,A,ลานกีฬาโรงเรียนวัดราษฎร์ศรัทธาธรรม,เขตพระโขนง,2.2,-0.7,B,13.70248933,100.6222577
298,0298,A,ลานกีฬาหมู่บ้านนิรันดร์วิลล่า,เขตพระโขนง,-0.2,0.4,C,13.70118559,100.6275651
299,0299,A,ลานกีฬาซอยรุ่งอรุณ,เขตพระโขนง,-0.25,0.4,C,13.69712908,100.6343701
300,0300,A,ลานกีฬาชุมชนสุนทรธรรม,เขตพระโขนง,-0.3,0.4,C,13.69603602,100.6300192
301,0301,A,ลานกีฬาหมูู่่บ้านศรันย์จิตต์ 4,เขตพระโขนง,0,0.3,C,13.69406947,100.6293038
302,0302,A,ลานกีฬาหมู่บ้านสุขสุวรรณ,เขตพระโขนง,0.4,0.3,C,13.69345271,100.6352853
303,0303,A,สวนพระคริสตธรรมเพ็นเทคอสในประเทศไทย,เขตพระโขนง,0.2,-1,I,13.67992712,100.6266492
304,0304,A,สวนโรงเรียนพระโขนงวิทยาลัย,เขตพระโขนง,2.15,-0.7,B,13.69513505,100.591219
305,0305,A,สวนกรมการขนส่งทางบก,เขตพระโขนง,1.95,0.4,F,13.69684286,100.6102913
306,0306,A,โรงเรียนศรีวัฒนาพาณิชยการ(วิทยาลัยเทคโนโลยีศรีวัฒนาบริหารธุรกิจ),เขตพระโขนง,0.35,0.3,C,13.68460471,100.6084643
308,0308,A,สวนวารีภิรมย์,เขตคลองสามวา,1.9,0.4,F,13.84840146,100.7753554
309,0309,A,Safari World,เขตคลองสามวา,-1.6,-2,E,13.86679209,100.7055825
310,0310,A,สวนหมู่บ้านกฤษฎานคร,เขตคลองสามวา,-2.15,-0.6,E,13.84060859,100.7633523
311,0311,A,สวนหมู่บ้านฟอเรสพาร์ค,เขตคลองสามวา,-2.2,-0.6,E,13.80993851,100.7436629
312,0312,A,The Legacy Golf CLub,เขตคลองสามวา,-1.65,-2,E,13.87714093,100.7021094
313,0313,A,สวนหมู่บ้านบุรีรมย์,เขตคลองสามวา,-2.25,-0.6,E,13.86739445,100.7122311
314,0314,A,สวนหมู่บ้านบุศรินทร์ กม. 8,เขตคลองสามวา,-2.3,-0.6,E,13.86577439,100.6971655
315,0315,A,สวนหมู่บ้าน Panya Natural Park,เขตคลองสามวา,-2,-0.7,E,13.84132798,100.6903217
316,0316,A,สวนศูนย์ปฏิบัติวิปัสสนากรรมฐาน ธรรมธานี,เขตคลองสามวา,0.3,0.3,C,13.8919342,100.7484828
318,0318,A,สวนหมู่บ้าน Sapsiri,เขตคลองสามวา,-1.6,-0.7,E,13.89301366,100.7524713
319,0319,A,สวนหมู่บ้าน KC Garden Lake Paradise,เขตคลองสามวา,-1.65,-0.7,E,13.88367088,100.7322631
320,0320,A,วัดไท่ฮัว ฝอกวงซัน,เขตคลองสามวา,2.15,1,A,13.85636669,100.6779588
321,0321,A,ลานวัดสัมมาชัญญาวาส,เขตคลองสามวา,-1.1,1,D,13.85409619,100.6935494
322,0322,A,ลานวัดคู้บอน,เขตคลองสามวา,-1.15,1,D,13.8530417,100.671594
323,0323,A,ลานวัดจินดิตวิหาร,เขตคลองสามวา,-1.2,1,D,13.8418044,100.7422346
324,0324,A,ลานวัดบัวแก้วศรัทธาธรรม,เขตคลองสามวา,-1.25,1,D,13.85038908,100.7303473
325,0325,A,ลานวัดแป้นทองโสภาราม,เขตคลองสามวา,-1.3,1,D,13.8864431,100.7068222
326,0326,A,ลานวัดพระยาสุเรนทร์,เขตคลองสามวา,-1,1.4,D,13.87395053,100.6861893
327,0327,A,ลานวัดลำกะดาน,เขตคลองสามวา,-0.6,1.4,D,13.91782978,100.7526165
328,0328,A,ลานวัดศรีสุขสถาพรราษฎร์ศรัทธาธรรม,เขตคลองสามวา,-0.65,1.4,D,13.91978383,100.7912958
329,0329,A,ลานวัดสุขใจ,เขตคลองสามวา,-0.7,1.4,D,13.87035101,100.774089
330,0330,A,ลานวัดสุทธิสะอาด,เขตคลองสามวา,-0.75,1.4,D,13.87946587,100.7310455
331,0331,A,ลานกีฬาโรงเรียนวัดคู้บอน,เขตคลองสามวา,2.1,1,A,13.85407967,100.673282
332,0332,A,ลานกีฬาชุมชนร่วมใจพัฒนา คลองกีบหมู,เขตคลองสามวา,0.25,0.3,C,13.83959982,100.7110639
333,0333,A,ลานกีฬาโรงเรียนวัดพระยาสุเรนทร์,เขตคลองสามวา,2.1,-0.7,B,13.87388175,100.6869744
334,0334,A,ลานกีฬาโรงเรียนวัดแป้นทอง,เขตคลองสามวา,2.05,-0.7,B,13.88586728,100.7088353
335,0335,A,ลานกีฬาสุเหร่าสามวา,เขตคลองสามวา,0.2,0.3,C,13.90592264,100.7263811
336,0336,A,ลานกีฬาสุขสันต์พัฒนา,เขตคลองสามวา,0.15,0.3,C,13.90708158,100.72897
337,0337,A,ลานกีฬาซารีฟะอุทิศ,เขตคลองสามวา,0.1,0.3,C,13.91028383,100.7211837
338,0338,A,ลานกีฬาโรงเรียนสุเหร่าสามวา,เขตคลองสามวา,1.95,-0.7,B,13.90635097,100.727633
339,0339,A,ลานกีฬาโรงเรียนวัดลำกะดาน,เขตคลองสามวา,1.9,-0.7,B,13.91759057,100.7531606
340,0340,A,ลานกีฬาดารุสลามสร้างสรรค์,เขตคลองสามวา,0.05,0.3,C,13.91573341,100.7688682
341,0341,A,ลานกีฬาโรงเรียนสุุเหร่าคลองสี่,เขตคลองสามวา,1.85,-0.7,B,13.91278677,100.7703989
342,0342,A,ลานกีฬาโรงเรียนวัดศรีสุก,เขตคลองสามวา,-0.05,0.3,C,13.91864804,100.7914275
343,0343,A,ลานกีฬาหมู่ 15 พัฒนา,เขตคลองสามวา,-0.1,0.3,C,13.91119595,100.776683
344,0344,A,ลานกีฬาโฉมสบายเรื่อย,เขตคลองสามวา,-0.15,0.3,C,13.88696449,100.7306667
345,0345,A,ลานกีฬาหมูู่บ้านบุรีรมย์,เขตคลองสามวา,-0.2,0.3,C,13.86656518,100.7137722
346,0346,A,ลานกีฬากลางคลองสอง,เขตคลองสามวา,-0.25,0.3,C,13.86239884,100.6991502
347,0347,A,ลานกีฬาประชาราษฎร์อุปถัมภ์วิทยา,เขตคลองสามวา,-0.3,0.3,C,13.84392449,100.6959392
348,0348,A,ลานกีฬาบ้านลำกะโหลกหมู่ 3,เขตคลองสามวา,0,0.2,C,13.84306291,100.6943522
349,0349,A,ลานกีฬาเฟื่องฟ้าวิลเลจ,เขตคลองสามวา,0.4,0.2,C,13.82382354,100.7018215
350,0350,A,ลานกีฬาโรงเรียนบางชัน,เขตคลองสามวา,1.8,-0.7,B,13.81791305,100.6975898
351,0351,A,ลานกีฬาโรงเรียนสุเหร่าคลอง 1,เขตคลองสามวา,1.75,-0.7,B,13.84240541,100.7107533
352,0352,A,ลานกีฬาโรงเรียนวัดบัวแก้ว,เขตคลองสามวา,1.7,-0.7,B,13.8507052,100.7308272
353,0353,A,ลานกีฬาโรงเรียนสุเหร่าแสนแสบ,เขตคลองสามวา,2,-0.8,B,13.8258864,100.7512381
354,0354,A,ลานกีฬาโรงเรียนสันนิธิอิสลาม,เขตคลองสามวา,2.4,-0.8,B,13.82910681,100.7603231
355,0355,A,ลานกีฬาอาบูพัฒนาหมู่ 7,เขตคลองสามวา,0.35,0.2,C,13.83462355,100.7685675
356,0356,A,ลานกีฬาโรงเรียนกมาลุลอิสลาม 2,เขตคลองสามวา,2.35,-0.8,B,13.83506548,100.7725752
357,0357,A,ลานกีฬาโรงเรียนกมาลุลอิสลาม หมู่ 5,เขตคลองสามวา,2.3,-0.8,B,13.84475612,100.7768538
358,0358,A,ลานกีฬาชุุมชนห้าพี่น้องพัฒนา,เขตคลองสามวา,0.3,0.2,C,13.85800495,100.7906401
359,0359,A,ลานกีฬาโรงเรียนสุเหร่าเกาะขุนเณร,เขตคลองสามวา,2.25,-0.8,B,13.85535194,100.7860466
360,0360,A,ลานกีฬาโรงเรียนวัดสุขใจ,เขตคลองสามวา,2.2,-0.8,B,13.87195732,100.7738866
361,0361,A,ลานกีฬาโรงเรียนบ้านแบนชะโด,เขตคลองสามวา,2.15,-0.8,B,13.87675596,100.7835853
362,0362,A,สวนหมู่บ้านคัสคาน่า ถนนพระยาสุเรนทร์,เขตคลองสามวา,-1.7,-0.7,E,13.86707324,100.6876145
363,0363,A,สวนหมู่บ้านประภาทรัพย์ รามอินทรา-หทัยราษฎร์,เขตคลองสามวา,-1.75,-0.7,E,13.88996677,100.7186966
364,0364,A,สวนหมู่บ้านฮาบีเทีย ยาร์ด,เขตคลองสามวา,-1.8,-0.7,E,13.87665856,100.7115929
365,0365,A,สวนหมู่บ้านพาทาโกเนีย ซาฟารี-รามอินทรา,เขตคลองสามวา,-1.85,-0.7,E,13.85725961,100.7093353
366,0366,A,สวนหมู่บ้านเดอะ ริคโค เรสซิเด้น,เขตคลองสามวา,-1.9,-0.7,E,13.89718861,100.7173491
367,0367,A,สวนหมู่บ้าน KZ การ์เด้นโฮม,เขตคลองสามวา,-1.95,-0.7,E,13.88870506,100.7401436
368,0368,A,สวนหมู่บ้าน K RIZ town,เขตคลองสามวา,-2.05,-0.7,E,13.89121349,100.6981956
369,0369,A,สวนหมู่บ้านชัยพฤกษ์ พระยาสุเรนทร์ 30,เขตคลองสามวา,-2.1,-0.7,E,13.83805722,100.7057032
370,0370,A,สวนหมู่บ้านเต็มสิริ แกรนด์ ถนนสามวา,เขตคลองสามวา,-2.15,-0.7,E,13.83848468,100.7254403
371,0371,A,สวนหมู่บ้านทัศคานี นิมิตใหม่-ประชาร่วมใจ,เขตคลองสามวา,-2.2,-0.7,E,13.84489642,100.7685034
372,0372,A,สวนหมู่บ้านพนาสนธิ์ ไพรเวท โฮม หทัยราษฏร์ 37 ถนนหทัยราษฏร์,เขตคลองสามวา,-2.25,-0.7,E,13.87360711,100.7177544
373,0373,A,สวนหมู่บ้านพฤกษ์ลดา(เฟส 2) ถนนหทัยราษฏร์,เขตคลองสามวา,-2.3,-0.7,E,13.90986218,100.7139216
374,0374,A,สวนหมู่บ้านพฤกษาวิวล์ 62/2 ถนนนิมิตใหม่,เขตคลองสามวา,-2,-0.8,E,13.85302888,100.7310685
375,0375,A,สวนหมู่บ้านพฤกษาวิวล์ วงแหวนรามอินทรา ซอยสุเหร่าคลองหนึ่ง 13 ถนนสุเหร่าคลองหนึ่ง,เขตคลองสามวา,-1.6,-0.8,E,13.84766415,100.7085637
376,0376,A,สวนหมู่บ้านฮาบีเทียโมทีฟ ถนนปัญญา-อินทรา,เขตคลองสามวา,-1.65,-0.8,E,13.87546179,100.7135446
377,0377,A,สวนหมู่บ้านบุรีรมย์ ซาฟารี,เขตคลองสามวา,-1.7,-0.8,E,13.86676137,100.7133871
378,0378,A,สวนหมู่บ้านบุรีรมย์ คู้บอน,เขตคลองสามวา,-1.75,-0.8,E,13.86133856,100.6868964
379,0379,A,สวนหมู่บ้านแลนซิโอ ซอยคู้บอน 38 ถนนคู้บอน,เขตคลองสามวา,-1.8,-0.8,E,13.8505012,100.6836014
380,0380,A,สวนหมู่บ้าน centro ซอยพระยาสุเรนทร์ 21,เขตคลองสามวา,-1.85,-0.8,E,13.83262012,100.6965163
381,0381,A,สวนหมู่บ้านจามจุรีวิลล่า ถนนหทัยราษฏร์,เขตคลองสามวา,-1.9,-0.8,E,13.86371953,100.7288279
382,0382,A,สวนหมู่บ้านฮาบีเทีย vent ถนนปัญญา-ซาฟารี,เขตคลองสามวา,-1.95,-0.8,E,13.87352414,100.7104706
383,0383,A,สวนหมู่บ้านพฤกษ์ลดา ถนนหทัยราษฎร์,เขตคลองสามวา,-2.05,-0.8,E,13.91007157,100.7169906
384,0384,A,สวนหมู่บ้านชัยพฤกษ์รามอินทรา ถนนคู้บอน,เขตคลองสามวา,-2.1,-0.8,E,13.85268994,100.6866738
385,0385,A,สวนหมู่บ้านสัมมากรมีนบุรี 2,เขตคลองสามวา,-2.15,-0.8,E,13.8437468,100.7290302
387,0387,A,สวนหมู่บ้านเนเบอร์โฮม,เขตคลองสามวา,-2.2,-0.8,E,13.91163675,100.6866134
388,0388,A,สวนหมู่บ้านสราญสิริ ถนนปัญญาอินทรา,เขตคลองสามวา,-2.25,-0.8,E,13.85307115,100.7075515
389,0389,A,สวนหมู่บ้านสราญสิริ 2,เขตคลองสามวา,-2.3,-0.8,E,13.85100862,100.7063016
390,0390,A,สวนหมู่บ้านพร้อมพัฒน์ไพร์ม ถนนปัญญา-ซาฟารี,เขตคลองสามวา,-2,-0.9,E,13.88115753,100.710412
391,0391,A,สวนหมู่บ้านบุราสิริ,เขตคลองสามวา,-1.6,-0.9,E,13.85386683,100.7113371
392,0392,A,สวนหมู่บ้านฮาบีเทีย ออดิ่ท(Habitia Orbit),เขตคลองสามวา,-1.65,-0.9,E,13.9073407,100.7143122
393,0393,A,สวนหมู่บ้าน Pleno ถนนเลียบคลองสอง,เขตคลองสามวา,-1.7,-0.9,E,13.85945831,100.7034246
394,0394,A,สวนหมู่บ้านพนาสนธิ์การ์เด้นโฮม 5,เขตคลองสามวา,-1.75,-0.9,E,13.87924044,100.7256506
395,0395,A,สวนหมู่บ้าน เค.ซี คลัสเตอร์ ถนนไทยรามัญ,เขตคลองสามวา,-1.8,-0.9,E,13.90171123,100.7119682
396,0396,A,สวนหมู่บ้านเศรษฐสิริ,เขตคลองสามวา,-1.85,-0.9,E,13.85723284,100.7066753
397,0397,A,สวนหมู่บ้านลีฟวิ่งลากูน,เขตคลองสามวา,-1.9,-0.9,E,13.86111289,100.6906765
398,0398,A,สวนหมู่บ้านไพรเวทเลคการ์เด้น+,เขตคลองสามวา,-1.95,-0.9,E,13.86248006,100.6916718
399,0399,A,สวนหมู่บ้านวรารักษ์,เขตคลองสามวา,-2.05,-0.9,E,13.8684165,100.7183424
400,0400,A,สวนไพศาลปาร์ควิวล์,เขตคลองสามวา,-2.1,-0.9,E,13.87057051,100.7586556
401,0401,A,สวนหมู่บ้านภัทรินทร์ 2,เขตคลองสามวา,-2.15,-0.9,E,13.83788562,100.7181803
402,0402,A,สวนหมู่บ้านนลินเรสซิเด้นซ์,เขตคลองสามวา,-2.2,-0.9,E,13.8328653,100.7167083
403,0403,A,สวนหมู่บ้าน มัณฑนา,เขตคลองสามวา,-2.25,-0.9,E,13.84705074,100.6760854
404,0404,A,สวนหมู่บ้านเมอร์ราญาเพลส,เขตคลองสามวา,-2.3,-0.9,E,13.8545578,100.6784351
405,0405,A,สวนหมู่บ้านบุศรินทร์ซอย ร.ร. กลางคลองสองถนนพระยาสุเรนทร์ แขวงสามวาตะวันตก,เขตคลองสามวา,-2,-1.1,E,13.86548131,100.6972586
406,0406,A,สวนหมู่บ้านชัยพฤกษ์ รามอินทรา วงแหวน 2,เขตคลองสามวา,-1.6,-1.1,E,13.8498373,100.6848424
407,0407,A,สวนหมู่บ้านพร้อมพัฒน์ แขวงสามวาตะวันตก,เขตคลองสามวา,-1.65,-1.1,E,13.87740996,100.7121599
408,0408,A,สวนหมู่บ้านฮาบิเทีย ซาฟารี,เขตคลองสามวา,-1.7,-1.1,E,13.87520804,100.7096782
409,0409,A,สวนหมู่บ้านเอื้ออาทร โครงการถนนปัญญา-รามอินทรา,เขตคลองสามวา,-1.75,-1.1,E,13.85180383,100.7013184
410,0410,A,สำนักปฏิบัติธรรมวิริยะธัมโม ถ.วัดสุขใจ,เขตคลองสามวา,0.15,-1,I,13.86271851,100.7527526
411,0411,A,มัสยิดกมาลุลอิสลาม ถนนประชาร่วมใจ,เขตคลองสามวา,0.25,0.2,C,13.83487322,100.771876
412,0412,A,สวนป่าบึงแบนตาโพแขวงบางชัน,เขตคลองสามวา,0.35,2,G,13.83930103,100.7030383
